,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Current Price,Shares Outstanding,Status
136,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
137,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
138,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
139,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
140,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
141,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
142,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
143,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
144,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
145,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
146,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
147,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
148,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
149,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
150,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
151,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
152,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
153,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
154,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
155,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
156,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
157,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
158,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
159,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
160,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
161,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
162,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
163,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
164,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
165,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
166,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
167,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
168,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
169,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
170,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
171,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
172,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
173,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
174,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
175,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
176,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
177,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
178,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
179,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
180,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
181,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
182,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
183,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
184,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
185,N/A,N/A,mas,N/A,N/A,N/A,N/A,N/A,131.95,1.0,131.95,131.95,131.95,131.95,131.95,131.95,131.95,,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,131.95,N/A
